CUST,Start time for each 30min measurement period,Consumption in kWh,Trading Period,Price $/MWh for each trading period,Solar Energy Used,Excess Energy Exported to Grid,Revenue from Energy Used by Building,Revenue from Energy Exported to Grid,Total Revenue per Period
218691361,2023-01-04 09:30:00,0.12,20,41.07,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-01-04 10:00:00,0.16,21,40.56,0.16,3.17,0.0464,0.3804,0.4268
218691361,2023-01-04 10:30:00,0.1,22,36.82,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-04 11:00:00,0.1,23,32.3,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-04 11:30:00,0.1,24,40.4,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-04 12:00:00,1.1,25,40.01,1.1,2.23,0.319,0.2676,0.5866
218691361,2023-01-04 12:30:00,0.74,26,39.01,0.74,2.59,0.2146,0.3108,0.5254
218691361,2023-01-04 13:00:00,0.15,27,38.28,0.15,3.18,0.0435,0.3816,0.4251
218691361,2023-01-04 13:30:00,0.12,28,38.2,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-01-04 14:00:00,0.14,29,33.13,0.14,3.19,0.0406,0.3828,0.4234
218691361,2023-01-04 14:30:00,0.09,30,41,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-04 15:00:00,0.11,31,60.78,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-01-04 15:30:00,0.08,32,48.68,0.08,3.25,0.0232,0.39,0.4132
218691361,2023-01-04 16:00:00,0.12,33,70.3,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-01-04 16:30:00,0.66,34,78.61,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-01-04 17:00:00,1.07,35,66.59,1.07,2.26,0.3103,0.2712,0.5815
218691361,2023-01-04 17:30:00,0.09,36,70.82,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-04 18:00:00,0.1,37,46.87,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-04 18:30:00,0.09,38,49.72,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-04 19:00:00,0.09,39,40.58,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-04 19:30:00,0.1,40,40.43,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-04 20:00:00,0.09,41,39.6,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-04 20:30:00,0.68,42,40.29,0.68,2.65,0.1972,0.318,0.5152
218691361,2023-01-04 21:00:00,0.08,43,40.3,0.08,3.25,0.0232,0.39,0.4132
218691361,2023-01-04 21:30:00,0.11,44,40.29,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-01-04 22:00:00,0.56,45,40.28,0.56,2.77,0.1624,0.3324,0.4948
218691361,2023-01-04 22:30:00,0.58,46,40.29,0.58,2.75,0.1682,0.33,0.4982
218691361,2023-01-04 23:00:00,0.09,47,40.38,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-04 23:30:00,0.09,48,40.35,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-05 00:00:00,0.1,1,40.29,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-05 00:30:00,0.65,2,40.13,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-01-05 01:00:00,0.1,3,40.09,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-05 01:30:00,0.08,4,40.09,0.08,3.25,0.0232,0.39,0.4132
218691361,2023-01-05 02:00:00,0.1,5,40.03,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-05 02:30:00,0.12,6,40.03,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-01-05 03:00:00,0.11,7,40.03,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-01-05 03:30:00,1.06,8,40.03,1.06,2.27,0.3074,0.2724,0.5798
218691361,2023-01-05 04:00:00,0.08,9,40.02,0.08,3.25,0.0232,0.39,0.4132
218691361,2023-01-05 04:30:00,0.11,10,40.01,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-01-05 05:00:00,0.66,11,40.08,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-01-05 05:30:00,0.1,12,40.06,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-05 06:00:00,0.1,13,40.07,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-05 06:30:00,0.09,14,39.85,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-05 07:00:00,0.1,15,37.34,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-05 07:30:00,0.08,16,40.01,0.08,3.25,0.0232,0.39,0.4132
218691361,2023-01-05 08:00:00,0.13,17,38.8,0.13,3.2,0.0377,0.384,0.4217
218691361,2023-01-05 08:30:00,1.41,18,23.46,1.41,1.92,0.4089,0.2304,0.6393
218691361,2023-01-05 09:00:00,0.36,19,28.48,0.36,2.97,0.1044,0.3564,0.4608
218691361,2023-01-05 09:30:00,0.12,20,40.4,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-01-05 10:00:00,0.14,21,41.46,0.14,3.19,0.0406,0.3828,0.4234
218691361,2023-01-05 10:30:00,0.11,22,38.31,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-01-05 11:00:00,0.21,23,28.39,0.21,3.12,0.0609,0.3744,0.4353
218691361,2023-01-05 11:30:00,1.02,24,32.33,1.02,2.31,0.2958,0.2772,0.573
218691361,2023-01-05 12:00:00,1.03,25,35.71,1.03,2.3,0.2987,0.276,0.5747
218691361,2023-01-05 12:30:00,0.18,26,36.79,0.18,3.15,0.0522,0.378,0.4302
218691361,2023-01-05 13:00:00,0.73,27,39.52,0.73,2.6,0.2117,0.312,0.5237
218691361,2023-01-05 13:30:00,0.38,28,33.17,0.38,2.95,0.1102,0.354,0.4642
218691361,2023-01-05 14:00:00,1.24,29,38.88,1.24,2.09,0.3596,0.2508,0.6104
218691361,2023-01-05 14:30:00,0.87,30,35.52,0.87,2.46,0.2523,0.2952,0.5475
218691361,2023-01-05 15:00:00,0.48,31,41.6,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-01-05 15:30:00,0.08,32,47.6,0.08,3.25,0.0232,0.39,0.4132
218691361,2023-01-05 16:00:00,0.12,33,70.99,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-01-05 16:30:00,0.09,34,73.95,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-05 17:00:00,0.56,35,69.79,0.56,2.77,0.1624,0.3324,0.4948
218691361,2023-01-05 17:30:00,0.23,36,63.17,0.23,3.1,0.0667,0.372,0.4387
218691361,2023-01-05 18:00:00,0.1,37,48.54,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-05 18:30:00,0.23,38,120.96,0.23,3.1,0.0667,0.372,0.4387
218691361,2023-01-05 19:00:00,0.98,39,83.59,0.98,2.35,0.2842,0.282,0.5662
218691361,2023-01-05 19:30:00,0.09,40,53.91,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-05 20:00:00,0.09,41,46.75,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-05 20:30:00,0.1,42,52.38,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-05 21:00:00,0.09,43,53.43,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-05 21:30:00,0.56,44,44.86,0.56,2.77,0.1624,0.3324,0.4948
218691361,2023-01-05 22:00:00,0.23,45,40.46,0.23,3.1,0.0667,0.372,0.4387
218691361,2023-01-05 22:30:00,0.1,46,40.44,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-05 23:00:00,0.08,47,40.44,0.08,3.25,0.0232,0.39,0.4132
218691361,2023-01-05 23:30:00,0.1,48,65.31,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-06 00:00:00,0.09,1,47.27,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-06 00:30:00,1.04,2,52.71,1.04,2.29,0.3016,0.2748,0.5764
218691361,2023-01-06 01:00:00,0.09,3,43.21,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-06 01:30:00,0.1,4,40.09,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-06 02:00:00,0.66,5,40.24,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-01-06 02:30:00,0.09,6,40.05,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-06 03:00:00,0.1,7,40.02,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-06 03:30:00,0.09,8,40.02,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-06 04:00:00,0.1,9,39.97,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-06 04:30:00,0.08,10,40.01,0.08,3.25,0.0232,0.39,0.4132
218691361,2023-01-06 05:00:00,0.11,11,40.11,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-01-06 05:30:00,1.03,12,40.07,1.03,2.3,0.2987,0.276,0.5747
218691361,2023-01-06 06:00:00,0.17,13,40.05,0.17,3.16,0.0493,0.3792,0.4285
218691361,2023-01-06 06:30:00,0.72,14,40.02,0.72,2.61,0.2088,0.3132,0.522
218691361,2023-01-06 07:00:00,0.11,15,40.21,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-01-06 07:30:00,0.08,16,40.26,0.08,3.25,0.0232,0.39,0.4132
218691361,2023-01-06 08:00:00,0.16,17,52.32,0.16,3.17,0.0464,0.3804,0.4268
218691361,2023-01-06 08:30:00,0.1,18,45.81,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-06 09:00:00,0.11,19,51.03,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-01-06 09:30:00,0.11,20,59.81,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-01-06 10:00:00,0.09,21,66.36,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-06 10:30:00,0.16,22,57.51,0.16,3.17,0.0464,0.3804,0.4268
218691361,2023-01-06 11:00:00,1.5,23,64.17,1.5,1.83,0.435,0.2196,0.6546
218691361,2023-01-06 11:30:00,0.17,24,68.27,0.17,3.16,0.0493,0.3792,0.4285
218691361,2023-01-06 12:00:00,0.08,25,69.83,0.08,3.25,0.0232,0.39,0.4132
218691361,2023-01-06 12:30:00,0.13,26,69.3,0.13,3.2,0.0377,0.384,0.4217
218691361,2023-01-06 13:00:00,0.1,27,66.66,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-06 13:30:00,0.12,28,52.01,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-01-06 14:00:00,0.13,29,59.87,0.13,3.2,0.0377,0.384,0.4217
218691361,2023-01-06 14:30:00,0.09,30,66.63,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-06 15:00:00,0.53,31,71.22,0.53,2.8,0.1537,0.336,0.4897
218691361,2023-01-06 15:30:00,0.23,32,66.25,0.23,3.1,0.0667,0.372,0.4387
218691361,2023-01-06 16:00:00,0.11,33,71.85,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-01-06 16:30:00,0.91,34,72.11,0.91,2.42,0.2639,0.2904,0.5543
218691361,2023-01-06 17:00:00,0.11,35,76,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-01-06 17:30:00,0.11,36,157.91,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-01-06 18:00:00,0.35,37,70.73,0.35,2.98,0.1015,0.3576,0.4591
218691361,2023-01-06 18:30:00,0.12,38,72.97,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-01-06 19:00:00,0.37,39,68.25,0.37,2.96,0.1073,0.3552,0.4625
218691361,2023-01-06 19:30:00,0.61,40,42.9,0.61,2.72,0.1769,0.3264,0.5033
218691361,2023-01-06 20:00:00,0.1,41,40.19,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-06 20:30:00,0.09,42,58.08,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-06 21:00:00,0.67,43,63.26,0.67,2.66,0.1943,0.3192,0.5135
218691361,2023-01-06 21:30:00,0.5,44,40.3,0.5,2.83,0.145,0.3396,0.4846
218691361,2023-01-06 22:00:00,0.09,45,40.31,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-06 22:30:00,0.12,46,40.29,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-01-06 23:00:00,0.12,47,40.3,0.12,3.21,0.0348,0.3852,0.42
218691361,2023-01-06 23:30:00,0.34,48,40.28,0.34,2.99,0.0986,0.3588,0.4574
218691361,2023-01-07 00:00:00,0.44,1,44.25,0.44,2.89,0.1276,0.3468,0.4744
218691361,2023-01-07 00:30:00,0.11,2,45.54,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-01-07 01:00:00,0.09,3,40,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-07 01:30:00,0.11,4,40,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-01-07 02:00:00,0.08,5,39.99,0.08,3.25,0.0232,0.39,0.4132
218691361,2023-01-07 02:30:00,0.61,6,39.99,0.61,2.72,0.1769,0.3264,0.5033
218691361,2023-01-07 03:00:00,0.54,7,39.85,0.54,2.79,0.1566,0.3348,0.4914
218691361,2023-01-07 03:30:00,0.1,8,39.86,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-07 04:00:00,0.09,9,39.99,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-07 04:30:00,0.69,10,39.96,0.69,2.64,0.2001,0.3168,0.5169
218691361,2023-01-07 05:00:00,0.1,11,39.97,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-07 05:30:00,0.09,12,39.99,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-07 06:00:00,0.1,13,40,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-07 06:30:00,0.09,14,11.92,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-07 07:00:00,0.1,15,25.94,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-07 07:30:00,0.09,16,17.9,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-07 08:00:00,0.68,17,4.86,0.68,2.65,0.1972,0.318,0.5152
218691361,2023-01-07 08:30:00,0.48,18,9.1,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-01-07 09:00:00,0.71,19,28.73,0.71,2.62,0.2059,0.3144,0.5203
218691361,2023-01-07 09:30:00,0.09,20,9.25,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-07 10:00:00,0.09,21,6.15,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-07 10:30:00,0.1,22,10.12,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-07 11:00:00,0.09,23,14.87,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-07 11:30:00,0.09,24,21.25,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-07 12:00:00,0.09,25,28.48,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-07 12:30:00,0.1,26,13.79,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-07 13:00:00,0.08,27,13.82,0.08,3.25,0.0232,0.39,0.4132
218691361,2023-01-07 13:30:00,1.54,28,9.8,1.54,1.79,0.4466,0.2148,0.6614
218691361,2023-01-07 14:00:00,0.15,29,9.33,0.15,3.18,0.0435,0.3816,0.4251
218691361,2023-01-07 14:30:00,0.1,30,9.32,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-07 15:00:00,0.1,31,0.46,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-07 15:30:00,0.09,32,1.53,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-07 16:00:00,0.1,33,9.65,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-07 16:30:00,0.09,34,30.62,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-07 17:00:00,0.11,35,30.93,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-01-07 17:30:00,0.08,36,40.13,0.08,3.25,0.0232,0.39,0.4132
218691361,2023-01-07 18:00:00,0.44,37,35.44,0.44,2.89,0.1276,0.3468,0.4744
218691361,2023-01-07 18:30:00,1.33,38,11.24,1.33,2,0.3857,0.24,0.6257
218691361,2023-01-07 19:00:00,0.09,39,10.49,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-07 19:30:00,0.1,40,10.43,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-07 20:00:00,0.09,41,10.28,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-07 20:30:00,0.1,42,6.32,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-07 21:00:00,0.08,43,10.02,0.08,3.25,0.0232,0.39,0.4132
218691361,2023-01-07 21:30:00,0.11,44,5.11,0.11,3.22,0.0319,0.3864,0.4183
218691361,2023-01-07 22:00:00,0.08,45,1.48,0.08,3.25,0.0232,0.39,0.4132
218691361,2023-01-07 22:30:00,0.74,46,3.65,0.74,2.59,0.2146,0.3108,0.5254
218691361,2023-01-07 23:00:00,0.09,47,5.99,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-07 23:30:00,0.78,48,0.34,0.78,2.55,0.2262,0.306,0.5322
218691361,2023-01-08 00:00:00,0.39,1,3.28,0.39,2.94,0.1131,0.3528,0.4659
218691361,2023-01-08 00:30:00,0.09,2,14.17,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-08 01:00:00,0.1,3,10.88,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-08 01:30:00,0.09,4,8.94,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-08 02:00:00,0.1,5,11.44,0.1,3.23,0.029,0.3876,0.4166
218691361,2023-01-08 02:30:00,0.09,6,10.83,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-08 03:00:00,0.67,7,5.47,0.67,2.66,0.1943,0.3192,0.5135
218691361,2023-01-08 03:30:00,0.09,8,0.25,0.09,3.24,0.0261,0.3888,0.4149
218691361,2023-01-08 04:00:00,0.09,9,0.41,0.09,3.24,0.0261,0.3888,0.4149
